
"Conteneur","Etape","Nom xml","Description","Type XML Schema ","Occurence minimum","Occurence maximum","Longueur minimum","Longueur maximum","Expression régulière","Valeur par défaut","Valeurs de l'énumération","Conditions déclenchées","Condition reçue"
 "Demande","","MeansOfContact","Moyen de contact","MeansOfContactType","1","1","","","","","","","" 
 "MeansOfContact","","Id","","long","1","1","","","","","","","" 
 "MeansOfContact","","Type","Moyen de contact","MeansOfContactEnumType","1","1","","","","","Mail,Email,HomePhone,OfficePhone,MobilePhone,Sms,LocalAuthorityOffice","","" 
 "MeansOfContact","","Enabled","","boolean","1","1","","","","","","","" 
 "Demande","","RequestSeason","Saison","RequestSeasonType","0","1","","","","","","","" 
 "RequestSeason","","Id","Identifiant","long","1","1","","","","","","","" 
 "RequestSeason","","Label","Libellé","string","1","1","","255","","","","","" 
 "RequestSeason","","RegistrationStart","Début des inscriptions","date","1","1","","","","","","","" 
 "RequestSeason","","RegistrationEnd","Fin des inscriptions","date","1","1","","","","","","","" 
 "RequestSeason","","ValidationAuthorizationStart","Début de validation des inscriptions","date","0","1","","","","","","","" 
 "RequestSeason","","EffectStart","Début de la saison","date","1","1","","","","","","","" 
 "RequestSeason","","EffectEnd","Fin de la saison","date","1","1","","","","","","","" 
 "Demande","","Observations","","XmlString","0","1","","200","","","","","" 
 "Demande","","AdditionalInformation","","AdditionalInformationType","0","1","","","","","","","" 
 "Demande","subject","FaxSujet","Téléphone","PhoneType","0","1","","10","^0[1-9][0-9]{8}","","","","" 
 "Demande","subject","Nationalite","Nationalité avec Suisse","MyrNationaliteAvecSuisseType","1","1","","","","","Francaise,Eeesuisse,Autre","","" 
 "Demande","subject","DateNaissanceSujet","Date de naissance","date","1","1","","","","","","","" 
 "Demande","subject","LieuNaissanceSujet","Lieu de naissance","MyrBirthPlaceType","1","1","","","","","","","" 
 "LieuNaissanceSujet","subject","PostalCode","Code postal","PostalCodeType","1","1","","5","[0-9]{5}","","","","" 
 "LieuNaissanceSujet","subject","City","Ville","CityType","1","1","","32","","","","","" 
 "LieuNaissanceSujet","subject","Country","Pays","CountryType","1","1","","","","","Unknown,af,za,al,dz,de,ad,ao,ai,aq,ag,an,sa,ar,am,aw,au,at,az,bj,bs,bh,bd,bb,pw,be,bz,bm,bt,by,mm,bo,ba,bw,br,bn,bg,bf,bi,ci,kh,cm,ca,cv,cl,cn,cy,co,km,cg,kp,kr,cr,hr,cu,dk,dj,dm,eg,ae,ec,er,es,ee,us,et,fi,fr,ge,ga,gm,gh,gi,gr,gd,gl,gp,gu,gt,gn,gq,gw,gy,gf,ht,hn,hk,hu,ck,fj,mh,sb,in,id,ir,iq,ie,is,il,it,jm,jp,jo,kz,ke,kg,ki,kw,la,ls,lv,lb,lr,ly,li,lt,lu,mg,my,mw,mv,ml,mt,ma,mu,mr,mx,fm,md,mc,mn,mz,np,na,nr,ni,ne,ng,nu,no,nz,om,ug,uz,pe,pk,pa,pg,py,nl,ph,pl,pt,qa,cf,cd,do,cz,ro,gb,ru,rw,sn,kn,sm,va,vc,lc,sv,ws,st,sc,sl,sg,si,sk,so,sd,lk,se,ch,sr,sz,sy,tw,tj,tz,td,th,tl,tg,to,vt,tn,tm,tr,tv,ua,uy,vu,ve,vn,ye,zm,zw,mk","","" 
 "Demande","subject","DateArriveeFrance","Si vous résidiez à l'étranger, précisez votre date d'arrivée en France","date","0","1","","","","","","","" 
 "Demande","subject","NumeroSecuriteSocialeSujet","N° de sécurité sociale","XmlString","1","1","","13","[0-9]{13}","","","","" 
 "Demande","subject","NomOrganismeSecuriteSociale","Nom de l'organisme de sécurité sociale","XmlString","1","1","","50","","","","","" 
 "Demande","subject","PrecedentDossierMdph","Si vous possédez déjà un n° de dossier MDPH, précisez","MyrPrecedentDossierMdphType","0","1","","","","","","","" 
 "PrecedentDossierMdph","subject","NumeroMdph","Le n°","XmlString","0","1","","13","","","","","" 
 "PrecedentDossierMdph","subject","DepartementMdph","Département","InseeDepartementCodeType","0","1","","","","","None,DEP_01,DEP_02,DEP_03,DEP_04,DEP_05,DEP_06,DEP_07,DEP_08,DEP_09,DEP_10,DEP_11,DEP_12,DEP_13,DEP_14,DEP_15,DEP_16,DEP_17,DEP_18,DEP_19,DEP_2A,DEP_2B,DEP_21,DEP_22,DEP_23,DEP_24,DEP_25,DEP_26,DEP_27,DEP_28,DEP_29,DEP_30,DEP_31,DEP_32,DEP_33,DEP_34,DEP_35,DEP_36,DEP_37,DEP_38,DEP_39,DEP_40,DEP_41,DEP_42,DEP_43,DEP_44,DEP_45,DEP_46,DEP_47,DEP_48,DEP_49,DEP_50,DEP_51,DEP_52,DEP_53,DEP_54,DEP_55,DEP_56,DEP_57,DEP_58,DEP_59,DEP_60,DEP_61,DEP_62,DEP_63,DEP_64,DEP_65,DEP_66,DEP_67,DEP_68,DEP_69,DEP_70,DEP_71,DEP_72,DEP_73,DEP_74,DEP_75,DEP_76,DEP_77,DEP_78,DEP_79,DEP_80,DEP_81,DEP_82,DEP_83,DEP_84,DEP_85,DEP_86,DEP_87,DEP_88,DEP_89,DEP_90,DEP_91,DEP_92,DEP_93,DEP_94,DEP_95,DEP_971,DEP_972,DEP_973,DEP_974","","" 
 "Demande","subject","PrecisionSiDomicileAupresOrganisme","Si vous avez élu domicile auprès d'un organisme (association, centre d'hébergement ou d'action sociale), précisez lequel","string","0","1","","255","","","","","" 
 "Demande","autoriteParentale","AutoriteParentaleMere","Mère","MyrAutoriteParentaleType","0","1","","","","","","","" 
 "AutoriteParentaleMere","autoriteParentale","Nom","Nom","LastNameType","0","1","","38","[A-Z.]*","","","","" 
 "AutoriteParentaleMere","autoriteParentale","Prenom","Prénom","FirstNameType","0","1","","38","[A-Z]?.*","","","","" 
 "AutoriteParentaleMere","autoriteParentale","Domiciliation","Adresse","AddressType","0","1","","","","","","","" 
 "AutoriteParentaleMere","autoriteParentale","Telephone","Téléphone","PhoneType","0","1","","10","^0[1-9][0-9]{8}","","","","" 
 "AutoriteParentaleMere","autoriteParentale","Fax","Téléphone","PhoneType","0","1","","10","^0[1-9][0-9]{8}","","","","" 
 "AutoriteParentaleMere","autoriteParentale","Email","Courriel","EmailType","0","1","","","[a-zA-Z0-9._%\-]+@[a-zA-Z0-9._%\-]+\.[a-zA-Z0-9._%\-]{2,4}","","","","" 
 "Demande","autoriteParentale","AutoriteParentalePere","Père","MyrAutoriteParentaleType","0","1","","","","","","","" 
 "AutoriteParentalePere","autoriteParentale","Nom","Nom","LastNameType","0","1","","38","[A-Z.]*","","","","" 
 "AutoriteParentalePere","autoriteParentale","Prenom","Prénom","FirstNameType","0","1","","38","[A-Z]?.*","","","","" 
 "AutoriteParentalePere","autoriteParentale","Domiciliation","Adresse","AddressType","0","1","","","","","","","" 
 "AutoriteParentalePere","autoriteParentale","Telephone","Téléphone","PhoneType","0","1","","10","^0[1-9][0-9]{8}","","","","" 
 "AutoriteParentalePere","autoriteParentale","Fax","Téléphone","PhoneType","0","1","","10","^0[1-9][0-9]{8}","","","","" 
 "AutoriteParentalePere","autoriteParentale","Email","Courriel","EmailType","0","1","","","[a-zA-Z0-9._%\-]+@[a-zA-Z0-9._%\-]+\.[a-zA-Z0-9._%\-]{2,4}","","","","" 
 "Demande","autoriteParentale","DeteneurAutoriteParentale","Déteneur de l'autorité parentale","DeteneurAutoriteParentaleType","1","1","","","","","Mere,Pere,LesDeux,Autre","deteneurAutoriteParentale","" 
 "Demande","autoriteParentale","InformationAutreDeteneurAutoriteParentale","Si autre, précisez les coordonnées de la personne ou organisme","MyrAutoriteParentaleAutreType","1","1","","","","","","","deteneurAutoriteParentale" 
 "InformationAutreDeteneurAutoriteParentale","autoriteParentale","Nom","Nom","LastNameType","1","1","","38","[A-Z.]*","","","","" 
 "InformationAutreDeteneurAutoriteParentale","autoriteParentale","Domiciliation","Adresse","AddressType","1","1","","","","","","","" 
 "InformationAutreDeteneurAutoriteParentale","autoriteParentale","Telephone","Téléphone","PhoneType","1","1","","10","^0[1-9][0-9]{8}","","","","" 
 "InformationAutreDeteneurAutoriteParentale","autoriteParentale","Fax","Téléphone","PhoneType","0","1","","10","^0[1-9][0-9]{8}","","","","" 
 "InformationAutreDeteneurAutoriteParentale","autoriteParentale","Email","Courriel","EmailType","0","1","","","[a-zA-Z0-9._%\-]+@[a-zA-Z0-9._%\-]+\.[a-zA-Z0-9._%\-]{2,4}","","","","" 
 "Demande","organismePrestationFamiliale","NumeroAllocataire","Précisez le numéro d'allocataire","XmlString","1","1","","","","","","","" 
 "Demande","organismePrestationFamiliale","OrganismePayeur","Organisme payeur de prestations familiales","MyrOrganismePayeurType","1","1","","","","","Caf,Msa,Autre","","" 
 "Demande","organismePrestationFamiliale","NomAllocataire","Nom","LastNameType","1","1","","38","[A-Z.]*","","","","" 
 "Demande","organismePrestationFamiliale","PrenomAllocataire","Prénom","FirstNameType","1","1","","38","[A-Z]?.*","","","","" 
 "Demande","organismePrestationFamiliale","NomOrganismePayeur","Nom de l'organisme","string","0","1","","255","","","","","" 
 "Demande","organismePrestationFamiliale","DomiciliationOrganismePayeur","Adresse","AddressType","0","1","","","","","","","" 
 "Demande","situationFamiliale","SituationMaritale","Situation familiale","MyrSituationFamilialeType","1","1","","","","","Celibataire,Marie,Concubinage,Autre","situationMaritale","" 
 "Demande","situationFamiliale","DateSituationFamiliale","Depuis le","date","1","1","","","","","","","" 
 "Demande","situationFamiliale","NombreEnfantsACharge","Nombre d'enfants à charge","XmlString","1","1","","2","[0-9]{2}","","","","" 
 "Demande","situationFamiliale","IdentiteConjoint","Si vous êtes en couple, précisez l'identité de votre conjoint(e)","MyrConjointIdentiteType","1","1","","","","","","","situationMaritale" 
 "IdentiteConjoint","situationFamiliale","NomNaissanceConjoint","Nom","LastNameType","1","1","","38","[A-Z.]*","","","","" 
 "IdentiteConjoint","situationFamiliale","PrenomConjoint","Prénom","FirstNameType","1","1","","38","[A-Z]?.*","","","","" 
 "IdentiteConjoint","situationFamiliale","DateNaissanceConjoint","Date de naissance","date","1","1","","","","","","","" 
 "Demande","situationProfessionnelle","SituationProfessionnelleVous","Situation professionnelle","MyrChoixSituationProfessionnelleType","1","1","","","","","Salarie,Stagiaire,Nonsalarie,Demandeur,Retraite,Pension,Autre","estSalarieVous,estStagiaireVous,estNonSalarieVous,estDemandeurEmploiVous,estRetraiteVous,estBeneficiairePensionVous,estAutreVous","" 
 "Demande","situationProfessionnelle","SituationProfessionnelleVousSalarie","Salarié(e) y compris apprentissage","MyrSituationProfessionnelleSalarieType","1","1","","","","","","","estSalarieVous" 
 "SituationProfessionnelleVousSalarie","situationProfessionnelle","SalarieDepuisLe","Salarié(e) y compris apprentissage depuis le :","date","1","1","","","","","","","" 
 "SituationProfessionnelleVousSalarie","situationProfessionnelle","TypeContrat","Type de contrat","string","1","1","","255","","","","","" 
 "SituationProfessionnelleVousSalarie","situationProfessionnelle","SalarieDateDebutContrat","Date de début du contrat","date","1","1","","","","","","","" 
 "SituationProfessionnelleVousSalarie","situationProfessionnelle","SalarieDateFinContrat","Date de fin du contrat","date","0","1","","","","","","","" 
 "SituationProfessionnelleVousSalarie","situationProfessionnelle","EsatDepuisLe","en milieu protégé ESAT depuis le :","date","0","1","","","","","","","" 
 "Demande","situationProfessionnelle","SituationProfessionnelleVousStagiaire","Stagiaire de la formation professionnelle","MyrSituationProfessionnelleStagiaireType","1","1","","","","","","","estStagiaireVous" 
 "SituationProfessionnelleVousStagiaire","situationProfessionnelle","StagiaireDepuisLe","Stagiaire de la formation professionnelle depuis le :","date","1","1","","","","","","","" 
 "SituationProfessionnelleVousStagiaire","situationProfessionnelle","StageRenumeration","Le stage est-il rémunéré ?","boolean","1","1","","","","","","","" 
 "SituationProfessionnelleVousStagiaire","situationProfessionnelle","NomEmployeurStage","Nom","LastNameType","1","1","","38","[A-Z.]*","","","","" 
 "SituationProfessionnelleVousStagiaire","situationProfessionnelle","AdresseEmployeurStage","Adresse","AddressType","1","1","","","","","","","" 
 "SituationProfessionnelleVousStagiaire","situationProfessionnelle","TelephoneEmployeurStage","Téléphone","PhoneType","1","1","","10","^0[1-9][0-9]{8}","","","","" 
 "Demande","situationProfessionnelle","SituationProfessionnelleVousNonSalarie","Non salarié(e) y compris exploitant agricole, prof. Libérale","MyrSituationProfessionnelleNonSalarieType","1","1","","","","","","","estNonSalarieVous" 
 "SituationProfessionnelleVousNonSalarie","situationProfessionnelle","NonSalarieDepuisLe","Non salarié(e) depuis le :","date","1","1","","","","","","","" 
 "SituationProfessionnelleVousNonSalarie","situationProfessionnelle","RegimeCotisations","Précisez à quel régime vous cotisez","string","1","1","","255","","","","","" 
 "Demande","situationProfessionnelle","SituationProfessionnelleVousDemandeurEmploi","Inscrit(e) comme demandeur d'emploi","MyrSituationProfessionnelleDemandeurEmploiType","1","1","","","","","","","estDemandeurEmploiVous" 
 "SituationProfessionnelleVousDemandeurEmploi","situationProfessionnelle","DemandeurEmploiDepuisLe","Inscrit(e) comme demandeur d'emploi depuis le :","date","1","1","","","","","","","" 
 "SituationProfessionnelleVousDemandeurEmploi","situationProfessionnelle","IndemnisationDepuisLe","Indemnisé(e) depuis le","date","1","1","","","","","","","" 
 "SituationProfessionnelleVousDemandeurEmploi","situationProfessionnelle","AllocationSolidariteSpecifique","Recevez-vous l'Allocation Solidarité Spécifique","boolean","1","1","","","","","","","" 
 "Demande","situationProfessionnelle","SituationProfessionnelleVousRetraite","Retraité(e)","MyrSituationProfessionnelleRetraiteType","1","1","","","","","","","estRetraiteVous" 
 "SituationProfessionnelleVousRetraite","situationProfessionnelle","RetraiteDepuisLe","Retraité(e) depuis le :","date","1","1","","","","","","","" 
 "SituationProfessionnelleVousRetraite","situationProfessionnelle","SupplementairePersonneAgee","Supplémentaire Personne Agée ?","boolean","1","1","","","","","","","" 
 "SituationProfessionnelleVousRetraite","situationProfessionnelle","PensionRetraite","Avez-vous demandé une pension de retraite ?","boolean","1","1","","","","","","","" 
 "Demande","situationProfessionnelle","SituationProfessionnelleVousBeneficiairePension","Bénéficiaire d'une pension","MyrSituationProfessionnelleBeneficiairePensionType","1","1","","","","","","","estBeneficiairePensionVous" 
 "SituationProfessionnelleVousBeneficiairePension","situationProfessionnelle","BeneficiairePensionDepuisLe","Bénéficiaire d'une pension depuis le :","date","1","1","","","","","","","" 
 "SituationProfessionnelleVousBeneficiairePension","situationProfessionnelle","CategoriePensionInvalidite","Catégorie de la pension d'invalidité","MyrCategoriePensionInvaliditeType","1","1","","","","","Un,Deux,Trois","","" 
 "SituationProfessionnelleVousBeneficiairePension","situationProfessionnelle","RenteAccidentTravail","Rente accident du travail","boolean","1","1","","","","","","","" 
 "SituationProfessionnelleVousBeneficiairePension","situationProfessionnelle","AllocationSupplementaireInvalidite","Recevez-vous l'Allocation Supplémentaire d'Invalidité ?","boolean","1","1","","","","","","","" 
 "Demande","situationProfessionnelle","SituationProfessionnelleVousAutre","Autre","MyrSituationProfessionnelleAutreType","1","1","","","","","","","estAutreVous" 
 "SituationProfessionnelleVousAutre","situationProfessionnelle","AutreDepuisLe","Autre depuis le :","date","1","1","","","","","","","" 
 "SituationProfessionnelleVousAutre","situationProfessionnelle","PrecisionAutreSituationProfessionnelle","Précisez","string","1","1","","255","","","","","" 
 "Demande","situationProfessionnelle","SituationProfessionnelleConjoint","Situation professionnelle","MyrChoixSituationProfessionnelleType","0","1","","","","","Salarie,Stagiaire,Nonsalarie,Demandeur,Retraite,Pension,Autre","estSalarieConjoint,estStagiaireConjoint,estNonSalarieConjoint,estDemandeurEmploiConjoint,estRetraiteConjoint,estBeneficiairePensionConjoint,estAutreConjoint","" 
 "Demande","situationProfessionnelle","SituationProfessionnelleConjointSalarie","Salarié(e) y compris apprentissage","MyrSituationProfessionnelleSalarieType","1","1","","","","","","","estSalarieConjoint" 
 "SituationProfessionnelleConjointSalarie","situationProfessionnelle","SalarieDepuisLe","Salarié(e) y compris apprentissage depuis le :","date","1","1","","","","","","","" 
 "SituationProfessionnelleConjointSalarie","situationProfessionnelle","TypeContrat","Type de contrat","string","1","1","","255","","","","","" 
 "SituationProfessionnelleConjointSalarie","situationProfessionnelle","SalarieDateDebutContrat","Date de début du contrat","date","1","1","","","","","","","" 
 "SituationProfessionnelleConjointSalarie","situationProfessionnelle","SalarieDateFinContrat","Date de fin du contrat","date","0","1","","","","","","","" 
 "SituationProfessionnelleConjointSalarie","situationProfessionnelle","EsatDepuisLe","en milieu protégé ESAT depuis le :","date","0","1","","","","","","","" 
 "Demande","situationProfessionnelle","SituationProfessionnelleConjointStagiaire","Stagiaire de la formation professionnelle","MyrSituationProfessionnelleStagiaireType","1","1","","","","","","","estStagiaireConjoint" 
 "SituationProfessionnelleConjointStagiaire","situationProfessionnelle","StagiaireDepuisLe","Stagiaire de la formation professionnelle depuis le :","date","1","1","","","","","","","" 
 "SituationProfessionnelleConjointStagiaire","situationProfessionnelle","StageRenumeration","Le stage est-il rémunéré ?","boolean","1","1","","","","","","","" 
 "SituationProfessionnelleConjointStagiaire","situationProfessionnelle","NomEmployeurStage","Nom","LastNameType","1","1","","38","[A-Z.]*","","","","" 
 "SituationProfessionnelleConjointStagiaire","situationProfessionnelle","AdresseEmployeurStage","Adresse","AddressType","1","1","","","","","","","" 
 "SituationProfessionnelleConjointStagiaire","situationProfessionnelle","TelephoneEmployeurStage","Téléphone","PhoneType","1","1","","10","^0[1-9][0-9]{8}","","","","" 
 "Demande","situationProfessionnelle","SituationProfessionnelleConjointNonSalarie","Non salarié(e) y compris exploitant agricole, prof. Libérale","MyrSituationProfessionnelleNonSalarieType","1","1","","","","","","","estNonSalarieConjoint" 
 "SituationProfessionnelleConjointNonSalarie","situationProfessionnelle","NonSalarieDepuisLe","Non salarié(e) depuis le :","date","1","1","","","","","","","" 
 "SituationProfessionnelleConjointNonSalarie","situationProfessionnelle","RegimeCotisations","Précisez à quel régime vous cotisez","string","1","1","","255","","","","","" 
 "Demande","situationProfessionnelle","SituationProfessionnelleConjointDemandeurEmploi","Inscrit(e) comme demandeur d'emploi","MyrSituationProfessionnelleDemandeurEmploiType","1","1","","","","","","","estDemandeurEmploiConjoint" 
 "SituationProfessionnelleConjointDemandeurEmploi","situationProfessionnelle","DemandeurEmploiDepuisLe","Inscrit(e) comme demandeur d'emploi depuis le :","date","1","1","","","","","","","" 
 "SituationProfessionnelleConjointDemandeurEmploi","situationProfessionnelle","IndemnisationDepuisLe","Indemnisé(e) depuis le","date","1","1","","","","","","","" 
 "SituationProfessionnelleConjointDemandeurEmploi","situationProfessionnelle","AllocationSolidariteSpecifique","Recevez-vous l'Allocation Solidarité Spécifique","boolean","1","1","","","","","","","" 
 "Demande","situationProfessionnelle","SituationProfessionnelleConjointRetraite","Retraité(e)","MyrSituationProfessionnelleRetraiteType","1","1","","","","","","","estRetraiteConjoint" 
 "SituationProfessionnelleConjointRetraite","situationProfessionnelle","RetraiteDepuisLe","Retraité(e) depuis le :","date","1","1","","","","","","","" 
 "SituationProfessionnelleConjointRetraite","situationProfessionnelle","SupplementairePersonneAgee","Supplémentaire Personne Agée ?","boolean","1","1","","","","","","","" 
 "SituationProfessionnelleConjointRetraite","situationProfessionnelle","PensionRetraite","Avez-vous demandé une pension de retraite ?","boolean","1","1","","","","","","","" 
 "Demande","situationProfessionnelle","SituationProfessionnelleConjointBeneficiairePension","Bénéficiaire d'une pension","MyrSituationProfessionnelleBeneficiairePensionType","1","1","","","","","","","estBeneficiairePensionConjoint" 
 "SituationProfessionnelleConjointBeneficiairePension","situationProfessionnelle","BeneficiairePensionDepuisLe","Bénéficiaire d'une pension depuis le :","date","1","1","","","","","","","" 
 "SituationProfessionnelleConjointBeneficiairePension","situationProfessionnelle","CategoriePensionInvalidite","Catégorie de la pension d'invalidité","MyrCategoriePensionInvaliditeType","1","1","","","","","Un,Deux,Trois","","" 
 "SituationProfessionnelleConjointBeneficiairePension","situationProfessionnelle","RenteAccidentTravail","Rente accident du travail","boolean","1","1","","","","","","","" 
 "SituationProfessionnelleConjointBeneficiairePension","situationProfessionnelle","AllocationSupplementaireInvalidite","Recevez-vous l'Allocation Supplémentaire d'Invalidité ?","boolean","1","1","","","","","","","" 
 "Demande","situationProfessionnelle","SituationProfessionnelleConjointAutre","Autre","MyrSituationProfessionnelleAutreType","1","1","","","","","","","estAutreConjoint" 
 "SituationProfessionnelleConjointAutre","situationProfessionnelle","AutreDepuisLe","Autre depuis le :","date","1","1","","","","","","","" 
 "SituationProfessionnelleConjointAutre","situationProfessionnelle","PrecisionAutreSituationProfessionnelle","Précisez","string","1","1","","255","","","","","" 
 "Demande","autreSituation","SituationParticuliere","Autre situation","MyrSituationAutreType","0","1","","","","","EtablissementMedicoSocial,Hospitalise,Autre","estAutreCas,estUnCas","" 
 "Demande","autreSituation","PrecisionAutre","Précisez","string","1","1","","255","","","","","estAutreCas" 
 "Demande","autreSituation","NomEtablissement","Nom de l'étalissement","string","1","1","","255","","","","","estUnCas" 
 "Demande","autreSituation","DomiciliationEtablissement","Adresse","AddressType","1","1","","","","","","","estUnCas" 
 "Demande","autreSituation","TypeLogement","Logement","MyrLogementType","1","1","","","","","Locataire,Proprietaire,Heberge,Autre","typeLogement","" 
 "Demande","autreSituation","PrecisionLogementAutre","précisez","string","1","1","","255","","","","","typeLogement" 
 "Demande","projetDeVie","ChoixProjetDeVie","Choix concernant votre projet de vie","MyrChoixProjetDeVieType","1","1","","","","","Oui,Aide,Non","choixProjetDeVie","" 
 "Demande","projetDeVie","ExpressionProjetDeVie","Exprimez vous librement","XmlString","1","1","","5096","","","","","choixProjetDeVie" 
 "Demande","projetDeVie","ConseilleProjetDeVie","Vous pouvez préciser le nom et la fonction de la personne qui vous a éventuellement accompagné(e) dans cette formulation","string","0","1","","255","","","","","choixProjetDeVie" 
 "Demande","allocationEducationEnfantHandicape","EnfantEnInternat","Votre enfant est-il en internat ?","boolean","1","1","","","","false","","enfantEnInternat","" 
 "Demande","allocationEducationEnfantHandicape","EnInternatDepuisLe","Depuis le","date","1","1","","","","","","","enfantEnInternat" 
 "Demande","allocationEducationEnfantHandicape","FraisSejourPrisEnCharge","Si votre enfant est placé en internat, ses frais de séjour sont-ils intégralement pris en charge par l'assurance maladie, l'Etat ou l'aide sociale ?","boolean","1","1","","","","false","","","enfantEnInternat" 
 "Demande","allocationEducationEnfantHandicape","TypeAccueil","Type d'accueil (crèche, assistante maternelle, garde d'enfant à domicile, halte garderie ...)","XmlString","1","1","","1024","","","","","" 
 "Demande","allocationEducationEnfantHandicape","TypeScolarisation","Type de scolarisation, de formation et de soins (école, collège, lycée, enseignement supérieur, établissement et service médico social ou sanitaire ...)","XmlString","1","1","","1024","","","","","" 
 "Demande","allocationEducationEnfantHandicape","PresencePersonneAupresEnfant","Présence d'une personne auprès de l'enfant","MyrPresencePersonneAupresEnfantType","0","1","","","","","","","" 
 "PresencePersonneAupresEnfant","allocationEducationEnfantHandicape","ExerciceActiviteProfessionnelle","Du fait du handicap de votre enfant, exercez-vous une activité profesionnelle à temps partiel ou avez-vous dû renoncer à votre emploi ?","boolean","1","1","","","","false","","","" 
